Cycle,Duty cycle,Current density
1.9625,0.24,15.11891
1.965,0.24,15.35368
1.96875,0.24,15.58257
1.97125,0.24,15.8055
1.975,0.24,16.02238
1.9775,0.24,16.23313
1.98125,0.24,16.43767
1.98375,0.24,16.63593
1.9875,0.24,16.82782
1.99,0.24,17.01328
1.99375,0.24,17.19223
1.99625,0.24,17.36461
2,0.24,17.53034
0,0.26,17.58591
0.0025,0.26,17.74601
0.00625,0.26,17.89931
0.00875,0.26,18.04574
0.0125,0.26,18.18526
0.015,0.26,18.31779
0.01875,0.26,18.44328
0.02125,0.26,18.56167
0.025,0.26,18.67292
0.0275,0.26,18.77698
0.03125,0.26,18.87379
0.03375,0.26,18.96331
0.0375,0.26,19.04549
0.04,0.26,19.12031
0.04375,0.26,19.18772
0.04625,0.26,19.24769
0.05,0.26,19.30019
0.0525,0.26,19.34519
0.05625,0.26,19.38267
0.05875,0.26,19.4126
0.0625,0.26,19.43498
0.065,0.26,19.44978
0.06875,0.26,19.457
0.07125,0.26,19.45662
0.075,0.26,19.44866
0.0775,0.26,19.4331
0.08125,0.26,19.40995
0.08375,0.26,19.37922
0.0875,0.26,19.34093
0.09,0.26,19.29507
0.09375,0.26,19.24168
0.09625,0.26,19.18077
0.1,0.26,19.11236
0.1025,0.26,19.03649
0.10625,0.26,18.95319
0.10875,0.26,18.86248
0.1125,0.26,18.76441
0.115,0.26,18.65902
0.11875,0.26,18.54635
0.12125,0.26,18.42645
0.125,0.26,18.29936
0.1275,0.26,18.16515
0.13125,0.26,18.02385
0.13375,0.26,17.87554
0.1375,0.26,17.72027
0.14,0.26,17.55811
0.14375,0.26,17.38912
0.14625,0.26,17.21337
0.15,0.26,17.03093
0.1525,0.26,16.84189
0.15625,0.26,16.6463
0.15875,0.26,16.44426
0.1625,0.26,16.23585
0.165,0.26,16.02114
0.16875,0.26,15.80023
0.17125,0.26,15.57321
0.175,0.26,15.34016
0.1775,0.26,15.10119
0.18125,0.26,14.85638
0.18375,0.26,14.60583
0.1875,0.26,14.34966
0.19,0.26,14.08796
0.19375,0.26,13.82083
0.19625,0.26,13.54839
0.2,0.26,13.27074
0.2025,0.26,12.988
0.20625,0.26,12.70028
0.20875,0.26,12.40769
0.2125,0.26,12.11036
0.215,0.26,11.8084
0.21875,0.26,11.50193
0.22125,0.26,11.19108
0.225,0.26,10.87597
0.2275,0.26,10.55674
0.23125,0.26,10.2335
0.23375,0.26,9.90638
0.2375,0.26,9.57552
0.24,0.26,9.24106
0.24375,0.26,8.90311
0.24625,0.26,8.56182
0.25,0.26,8.21733
0.2525,0.26,7.86977
0.25625,0.26,7.51927
0.25875,0.26,7.16598
0.2625,0.26,6.81004
0.265,0.26,6.45158
0.26875,0.26,6.09075
0.27125,0.26,5.72768
0.275,0.26,5.36253
0.2775,0.26,4.99542
0.28125,0.26,4.62651
0.28375,0.26,4.25593
0.2875,0.26,3.88383
0.29,0.26,3.51035
0.29375,0.26,3.13562
0.29625,0.26,2.7598
0.3,0.26,2.38303
0.3025,0.26,2.00543
0.30625,0.26,1.62716
0.30875,0.26,1.24836
0.3125,0.26,0.86916
0.315,0.26,0.4897
0.31875,0.26,0.11012
0.32125,0.26,-0.26944
0.325,0.26,-0.64885
0.3275,0.26,-1.02798
0.33125,0.26,-1.40669
0.33375,0.26,-1.78484
0.3375,0.26,-2.16231
0.34,0.26,-2.53897
0.34375,0.26,-2.91467
0.34625,0.26,-3.28929
0.35,0.26,-3.66271
0.3525,0.26,-4.03478
0.35625,0.26,-4.40537
0.35875,0.26,-4.77436
0.3625,0.26,-5.1416
0.365,0.26,-5.50697
0.36875,0.26,-5.87033
0.37125,0.26,-6.23155
0.375,0.26,-6.59048
0.3775,0.26,-6.947
0.38125,0.26,-7.30096
0.38375,0.26,-7.65222
0.3875,0.26,-8.00065
0.39,0.26,-8.34611
0.39375,0.26,-8.68846
0.39625,0.26,-9.02756
0.4,0.26,-9.36327
0.4025,0.26,-9.69546
0.40625,0.26,-10.02399
0.40875,0.26,-10.34874
0.4125,0.26,-10.66956
0.415,0.26,-10.98632
0.41875,0.26,-11.29891
0.42125,0.26,-11.6072
0.425,0.26,-11.91105
0.4275,0.26,-12.21035
0.43125,0.26,-12.50499
0.43375,0.26,-12.79484
0.4375,0.26,-13.07979
0.44,0.26,-13.35973
0.44375,0.26,-13.63456
0.44625,0.26,-13.90416
0.45,0.26,-14.16844
0.4525,0.26,-14.42729
0.45625,0.26,-14.68062
0.45875,0.26,-14.92834
0.4625,0.26,-15.17034
0.465,0.26,-15.40655
0.46875,0.26,-15.63686
0.47125,0.26,-15.8612
0.475,0.26,-16.07947
0.4775,0.26,-16.2916
0.48125,0.26,-16.49751
0.48375,0.26,-16.69711
0.4875,0.26,-16.89033
0.49,0.26,-17.0771
0.49375,0.26,-17.25735
0.49625,0.26,-17.43099
0.5,0.26,-17.59799
0.5025,0.26,-17.75825
0.50625,0.26,-17.91172
0.50875,0.26,-18.05832
0.5125,0.26,-18.198
0.515,0.26,-18.33069
0.51875,0.26,-18.45634
0.52125,0.26,-18.57489
0.525,0.26,-18.68629
0.5275,0.26,-18.7905
0.53125,0.26,-18.88745
0.53375,0.26,-18.97712
0.5375,0.26,-19.05945
0.54,0.26,-19.13441
0.54375,0.26,-19.20195
0.54625,0.26,-19.26205
0.55,0.26,-19.31468
0.5525,0.26,-19.3598
0.55625,0.26,-19.3974
0.55875,0.26,-19.42746
0.5625,0.26,-19.44995
0.565,0.26,-19.46486
0.56875,0.26,-19.47218
0.57125,0.26,-19.47192
0.575,0.26,-19.46405
0.5775,0.26,-19.44859
0.58125,0.26,-19.42554
0.58375,0.26,-19.3949
0.5875,0.26,-19.35669
0.59,0.26,-19.31091
0.59375,0.26,-19.2576
0.59625,0.26,-19.19676
0.6,0.26,-19.12843
0.6025,0.26,-19.05263
0.60625,0.26,-18.96939
0.60875,0.26,-18.87874
0.6125,0.26,-18.78073
0.615,0.26,-18.67539
0.61875,0.26,-18.56277
0.62125,0.26,-18.44292
0.625,0.26,-18.31587
0.6275,0.26,-18.18169
0.63125,0.26,-18.04043
0.63375,0.26,-17.89215
0.6375,0.26,-17.73691
0.64,0.26,-17.57477
0.64375,0.26,-17.4058
0.64625,0.26,-17.23006
0.65,0.26,-17.04764
0.6525,0.26,-16.8586
0.65625,0.26,-16.66302
0.65875,0.26,-16.46098
0.6625,0.26,-16.25256
0.665,0.26,-16.03784
0.66875,0.26,-15.81692
0.67125,0.26,-15.58988
0.675,0.26,-15.35681
0.6775,0.26,-15.11781
0.68125,0.26,-14.87298
0.68375,0.26,-14.6224
0.6875,0.26,-14.36619
0.69,0.26,-14.10445
0.69375,0.26,-13.83728
0.69625,0.26,-13.56479
0.7,0.26,-13.28709
0.7025,0.26,-13.00429
0.70625,0.26,-12.71651
0.70875,0.26,-12.42386
0.7125,0.26,-12.12646
0.715,0.26,-11.82443
0.71875,0.26,-11.51789
0.72125,0.26,-11.20696
0.725,0.26,-10.89177
0.7275,0.26,-10.57245
0.73125,0.26,-10.24912
0.73375,0.26,-9.92191
0.7375,0.26,-9.59096
0.74,0.26,-9.25639
0.74375,0.26,-8.91834
0.74625,0.26,-8.57695
0.75,0.26,-8.23234
0.7525,0.26,-7.88466
0.75625,0.26,-7.53405
0.75875,0.26,-7.18064
0.7625,0.26,-6.82457
0.765,0.26,-6.46599
0.76875,0.26,-6.10502
0.77125,0.26,-5.74182
0.775,0.26,-5.37653
0.7775,0.26,-5.00928
0.78125,0.26,-4.64022
0.78375,0.26,-4.2695
0.7875,0.26,-3.89725
0.79,0.26,-3.52361
0.79375,0.26,-3.14873
0.79625,0.26,-2.77275
0.8,0.26,-2.3958
0.8025,0.26,-2.01804
0.80625,0.26,-1.6396
0.80875,0.26,-1.26062
0.8125,0.26,-0.88124
0.815,0.26,-0.5016
0.81875,0.26,-0.12183
0.82125,0.26,0.25793
0.825,0.26,0.63754
0.8275,0.26,1.01687
0.83125,0.26,1.39579
0.83375,0.26,1.77416
0.8375,0.26,2.15186
0.84,0.26,2.52874
0.84375,0.26,2.90468
0.84625,0.26,3.27955
0.85,0.26,3.65321
0.8525,0.26,4.02554
0.85625,0.26,4.3964
0.85875,0.26,4.76566
0.8625,0.26,5.13318
0.865,0.26,5.49883
0.86875,0.26,5.86248
0.87125,0.26,6.22399
0.875,0.26,6.58321
0.8775,0.26,6.94002
0.88125,0.26,7.29428
0.88375,0.26,7.64584
0.8875,0.26,7.99456
0.89,0.26,8.34031
0.89375,0.26,8.68295
0.89625,0.26,9.02233
0.9,0.26,9.35833
0.9025,0.26,9.69079
0.90625,0.26,10.0196
0.90875,0.26,10.3446
0.9125,0.26,10.66568
0.915,0.26,10.9827
0.91875,0.26,11.29553
0.92125,0.26,11.60404
0.925,0.26,11.90812
0.9275,0.26,12.20764
0.93125,0.26,12.50249
0.93375,0.26,12.79254
0.9375,0.26,13.07768
0.94,0.26,13.3578
0.94375,0.26,13.6328
0.94625,0.26,13.90257
0.95,0.26,14.16701
0.9525,0.26,14.42602
0.95625,0.26,14.67949
0.95875,0.26,14.92734
0.9625,0.26,15.16948
0.965,0.26,15.40581
0.96875,0.26,15.63624
0.97125,0.26,15.86069
0.975,0.26,16.07907
0.9775,0.26,16.2913
0.98125,0.26,16.4973
0.98375,0.26,16.69699
0.9875,0.26,16.8903
0.99,0.26,17.07715
0.99375,0.26,17.25747
0.99625,0.26,17.43119
1,0.26,17.59825
1.0025,0.26,17.75859
1.00625,0.26,17.91212
1.00875,0.26,18.05878
1.0125,0.26,18.19851
1.015,0.26,18.33125
1.01875,0.26,18.45695
1.02125,0.26,18.57555
1.025,0.26,18.687
1.0275,0.26,18.79124
1.03125,0.26,18.88824
1.03375,0.26,18.97794
1.0375,0.26,19.0603
1.04,0.26,19.13528
1.04375,0.26,19.20285
1.04625,0.26,19.26298
1.05,0.26,19.31563
1.0525,0.26,19.36077
1.05625,0.26,19.39838
1.05875,0.26,19.42845
1.0625,0.26,19.45094
1.065,0.26,19.46586
1.06875,0.26,19.47319
1.07125,0.26,19.47292
1.075,0.26,19.46505
1.0775,0.26,19.44958
1.08125,0.26,19.42652
1.08375,0.26,19.39587
1.0875,0.26,19.35764
1.09,0.26,19.31185
1.09375,0.26,19.25851
1.09625,0.26,19.19765
1.1,0.26,19.12928
1.1025,0.26,19.05345
1.10625,0.26,18.97017
1.10875,0.26,18.87949
1.1125,0.26,18.78143
1.115,0.26,18.67605
1.11875,0.26,18.56338
1.12125,0.26,18.44347
1.125,0.26,18.31637
1.1275,0.26,18.18214
1.13125,0.26,18.04082
1.13375,0.26,17.89247
1.1375,0.26,17.73716
1.14,0.26,17.57495
1.14375,0.26,17.40591
1.14625,0.26,17.2301
1.15,0.26,17.0476
1.1525,0.26,16.85848
1.15625,0.26,16.66281
1.15875,0.26,16.46069
1.1625,0.26,16.25218
1.165,0.26,16.03738
1.16875,0.26,15.81637
1.17125,0.26,15.58923
1.175,0.26,15.35607
1.1775,0.26,15.11697
1.18125,0.26,14.87203
1.18375,0.26,14.62135
1.1875,0.26,14.36504
1.19,0.26,14.10319
1.19375,0.26,13.83591
1.19625,0.26,13.56331
1.2,0.26,13.2855
1.2025,0.26,13.00259
1.20625,0.26,12.71469
1.20875,0.26,12.42192
1.2125,0.26,12.12441
1.215,0.26,11.82226
1.21875,0.26,11.5156
1.22125,0.26,11.20455
1.225,0.26,10.88924
1.2275,0.26,10.56979
1.23125,0.26,10.24634
1.23375,0.26,9.91901
1.2375,0.26,9.58793
1.24,0.26,9.25323
1.24375,0.26,8.91506
1.24625,0.26,8.57354
1.25,0.26,8.2288
1.2525,0.26,7.881
1.25625,0.26,7.53026
1.25875,0.26,7.17672
1.2625,0.26,6.82052
1.265,0.26,6.46181
1.26875,0.26,6.10072
1.27125,0.26,5.73739
1.275,0.26,5.37197
1.2775,0.26,5.00459
1.28125,0.26,4.63541
1.28375,0.26,4.26455
1.2875,0.26,3.89217
1.29,0.26,3.51841
1.29375,0.26,3.1434
1.29625,0.26,2.7673
1.3,0.26,2.39023
1.3025,0.26,2.01235
1.30625,0.26,1.63379
1.30875,0.26,1.25469
1.3125,0.26,0.87519
1.315,0.26,0.49543
1.31875,0.26,0.11555
1.32125,0.26,-0.26432
1.325,0.26,-0.64404
1.3275,0.26,-1.02348
1.33125,0.26,-1.40249
1.33375,0.26,-1.78096
1.3375,0.26,-2.15874
1.34,0.26,-2.53571
1.34375,0.26,-2.91173
1.34625,0.26,-3.28668
1.35,0.26,-3.66041
1.3525,0.26,-4.0328
1.35625,0.26,-4.40372
1.35875,0.26,-4.77303
1.3625,0.26,-5.1406
1.365,0.26,-5.5063
1.36875,0.26,-5.86999
1.37125,0.26,-6.23154
1.375,0.26,-6.5908
1.3775,0.26,-6.94764
1.38125,0.26,-7.30193
1.38375,0.26,-7.65353
1.3875,0.26,-8.00229
1.39,0.26,-8.34807
1.39375,0.26,-8.69075
1.39625,0.26,-9.03018
1.4,0.26,-9.36622
1.4025,0.26,-9.69874
1.40625,0.26,-10.02759
1.40875,0.26,-10.35266
1.4125,0.26,-10.6738
1.415,0.26,-10.99089
1.41875,0.26,-11.3038
1.42125,0.26,-11.6124
1.425,0.26,-11.91657
1.4275,0.26,-12.21619
1.43125,0.26,-12.51113
1.43375,0.26,-12.80129
1.4375,0.26,-13.08655
1.44,0.26,-13.36679
1.44375,0.26,-13.64192
1.44625,0.26,-13.91182
1.45,0.26,-14.17639
1.4525,0.26,-14.43554
1.45625,0.26,-14.68916
1.45875,0.26,-14.93716
1.4625,0.26,-15.17945
1.465,0.26,-15.41593
1.46875,0.26,-15.64652
1.47125,0.26,-15.87113
1.475,0.26,-16.08967
1.4775,0.26,-16.30207
1.48125,0.26,-16.50824
1.48375,0.26,-16.7081
1.4875,0.26,-16.90157
1.49,0.26,-17.08859
1.49375,0.26,-17.26908
1.49625,0.26,-17.44296
1.5,0.26,-17.61019
1.5025,0.26,-17.77069
1.50625,0.26,-17.92438
1.50875,0.26,-18.0712
1.5125,0.26,-18.21109
1.515,0.26,-18.34399
1.51875,0.26,-18.46985
1.52125,0.26,-18.5886
1.525,0.26,-18.7002
1.5275,0.26,-18.80459
1.53125,0.26,-18.90173
1.53375,0.26,-18.99157
1.5375,0.26,-19.07408
1.54,0.26,-19.1492
1.54375,0.26,-19.2169
1.54625,0.26,-19.27716
1.55,0.26,-19.32993
1.5525,0.26,-19.3752
1.55625,0.26,-19.41293
1.55875,0.26,-19.44311
1.5625,0.26,-19.46572
1.565,0.26,-19.48075
1.56875,0.26,-19.48818
1.57125,0.26,-19.48802
1.575,0.26,-19.48025
1.5775,0.26,-19.46487
1.58125,0.26,-19.4419
1.58375,0.26,-19.41134
1.5875,0.26,-19.37319
1.59,0.26,-19.32748
1.59375,0.26,-19.27422
1.59625,0.26,-19.21343
1.6,0.26,-19.14514
1.6025,0.26,-19.06937
1.60625,0.26,-18.98616
1.60875,0.26,-18.89553
1.6125,0.26,-18.79754
1.615,0.26,-18.69221
1.61875,0.26,-18.57959
1.62125,0.26,-18.45972
1.625,0.26,-18.33266
1.6275,0.26,-18.19846
1.63125,0.26,-18.05718
1.63375,0.26,-17.90886
1.6375,0.26,-17.75358
1.64,0.26,-17.59139
1.64375,0.26,-17.42237
1.64625,0.26,-17.24657
1.65,0.26,-17.06408
1.6525,0.26,-16.87497
1.65625,0.26,-16.67931
1.65875,0.26,-16.47718
1.6625,0.26,-16.26867
1.665,0.26,-16.05386
1.66875,0.26,-15.83283
1.67125,0.26,-15.60568
1.675,0.26,-15.3725
1.6775,0.26,-15.13338
1.68125,0.26,-14.88841
1.68375,0.26,-14.6377
1.6875,0.26,-14.38135
1.69,0.26,-14.11946
1.69375,0.26,-13.85214
1.69625,0.26,-13.5795
1.7,0.26,-13.30163
1.7025,0.26,-13.01867
1.70625,0.26,-12.73072
1.70875,0.26,-12.43789
1.7125,0.26,-12.14031
1.715,0.26,-11.83809
1.71875,0.26,-11.53135
1.72125,0.26,-11.22023
1.725,0.26,-10.90484
1.7275,0.26,-10.58531
1.73125,0.26,-10.26177
1.73375,0.26,-9.93434
1.7375,0.26,-9.60317
1.74,0.26,-9.26838
1.74375,0.26,-8.9301
1.74625,0.26,-8.58847
1.75,0.26,-8.24363
1.7525,0.26,-7.89572
1.75625,0.26,-7.54486
1.75875,0.26,-7.1912
1.7625,0.26,-6.83488
1.765,0.26,-6.47604
1.76875,0.26,-6.11482
1.77125,0.26,-5.75136
1.775,0.26,-5.38581
1.7775,0.26,-5.01829
1.78125,0.26,-4.64896
1.78375,0.26,-4.27797
1.7875,0.26,-3.90544
1.79,0.26,-3.53152
1.79375,0.26,-3.15636
1.79625,0.26,-2.7801
1.8,0.26,-2.40287
1.8025,0.26,-2.02482
1.80625,0.26,-1.64609
1.80875,0.26,-1.26682
1.8125,0.26,-0.88714
1.815,0.26,-0.5072
1.81875,0.26,-0.12714
1.82125,0.26,0.25292
1.825,0.26,0.63284
1.8275,0.26,1.01248
1.83125,0.26,1.3917
1.83375,0.26,1.77038
1.8375,0.26,2.14839
1.84,0.26,2.52558
1.84375,0.26,2.90184
1.84625,0.26,3.27702
1.85,0.26,3.651
1.8525,0.26,4.02365
1.85625,0.26,4.39483
1.85875,0.26,4.7644
1.8625,0.26,5.13225
1.865,0.26,5.49823
1.86875,0.26,5.8622
1.87125,0.26,6.22403
1.875,0.26,6.58358
1.8775,0.26,6.94072
1.88125,0.26,7.2953
1.88375,0.26,7.64718
1.8875,0.26,7.99623
1.89,0.26,8.34231
1.89375,0.26,8.68527
1.89625,0.26,9.02498
1.9,0.26,9.3613
1.9025,0.26,9.69409
1.90625,0.26,10.02321
1.90875,0.26,10.34854
1.9125,0.26,10.66993
1.915,0.26,10.98727
1.91875,0.26,11.30041
1.92125,0.26,11.60924
1.925,0.26,11.91363
1.9275,0.26,12.21346
1.93125,0.26,12.50861
1.93375,0.26,12.79896
1.9375,0.26,13.08441
1.94,0.26,13.36483
1.94375,0.26,13.64013
1.94625,0.26,13.9102
1.95,0.26,14.17493
1.9525,0.26,14.43422
1.95625,0.26,14.68798
1.95875,0.26,14.93611
1.9625,0.26,15.17853
1.965,0.26,15.41513
1.96875,0.26,15.64584
1.97125,0.26,15.87056
1.975,0.26,16.0892
1.9775,0.26,16.3017
1.98125,0.26,16.50796
1.98375,0.26,16.70791
1.9875,0.26,16.90146
1.99,0.26,17.08856
1.99375,0.26,17.26912
1.99625,0.26,17.44308
2,0.26,17.61037
0,0.28,17.69078
0.0025,0.28,17.85283
0.00625,0.28,18.00804
0.00875,0.28,18.15635
0.0125,0.28,18.29768
0.015,0.28,18.432
0.01875,0.28,18.55922
0.02125,0.28,18.67931
0.025,0.28,18.7922
0.0275,0.28,18.89785
0.03125,0.28,18.9962
0.03375,0.28,19.08722
0.0375,0.28,19.17085
0.04,0.28,19.24706
0.04375,0.28,19.31582
0.04625,0.28,19.37707
0.05,0.28,19.43081
0.0525,0.28,19.47699
0.05625,0.28,19.51559
0.05875,0.28,19.5466
0.0625,0.28,19.56999
0.065,0.28,19.58575
0.06875,0.28,19.59387
0.07125,0.28,19.59435
0.075,0.28,19.58717
0.0775,0.28,19.57235
0.08125,0.28,19.54988
0.08375,0.28,19.51977
0.0875,0.28,19.48203
0.09,0.28,19.43668
0.09375,0.28,19.38373
0.09625,0.28,19.32321
0.1,0.28,19.25513
0.1025,0.28,19.17953
0.10625,0.28,19.09644
0.10875,0.28,19.00589
0.1125,0.28,18.90792
0.115,0.28,18.80257
0.11875,0.28,18.68988
0.12125,0.28,18.5699
0.125,0.28,18.44268
0.1275,0.28,18.30827
0.13125,0.28,18.16673
0.13375,0.28,18.01812
0.1375,0.28,17.86249
0.14,0.28,17.69991
0.14375,0.28,17.53044
0.14625,0.28,17.35417
0.15,0.28,17.17115
0.1525,0.28,16.98146
0.15625,0.28,16.78518
0.15875,0.28,16.5824
0.1625,0.28,16.37318
0.165,0.28,16.15762
0.16875,0.28,15.93581
0.17125,0.28,15.70783
0.175,0.28,15.47377
0.1775,0.28,15.23374
0.18125,0.28,14.98782
0.18375,0.28,14.73611
0.1875,0.28,14.47873
0.19,0.28,14.21577
0.19375,0.28,13.94734
0.19625,0.28,13.67355
0.2,0.28,13.3945
0.2025,0.28,13.11032
0.20625,0.28,12.82111
0.20875,0.28,12.52699
0.2125,0.28,12.22808
0.215,0.28,11.92451
0.21875,0.28,11.61638
0.22125,0.28,11.30383
0.225,0.28,10.98699
0.2275,0.28,10.66598
0.23125,0.28,10.34092
0.23375,0.28,10.01196
0.2375,0.28,9.67921
0.24,0.28,9.34282
0.24375,0.28,9.00292
0.24625,0.28,8.65964
0.25,0.28,8.31312
0.2525,0.28,7.9635
0.25625,0.28,7.61092
0.25875,0.28,7.25552
0.2625,0.28,6.89743
0.265,0.28,6.53679
0.26875,0.28,6.17376
0.27125,0.28,5.80846
0.275,0.28,5.44105
0.2775,0.28,5.07166
0.28125,0.28,4.70044
0.28375,0.28,4.32754
0.2875,0.28,3.95308
0.29,0.28,3.57722
0.29375,0.28,3.2001
0.29625,0.28,2.82185
0.3,0.28,2.44264
0.3025,0.28,2.06258
0.30625,0.28,1.68183
0.30875,0.28,1.30053
0.3125,0.28,0.91881
0.315,0.28,0.53681
0.31875,0.28,0.15468
0.32125,0.28,-0.22746
0.325,0.28,-0.60946
0.3275,0.28,-0.99119
0.33125,0.28,-1.37252
0.33375,0.28,-1.75331
0.3375,0.28,-2.13344
0.34,0.28,-2.51275
0.34375,0.28,-2.89114
0.34625,0.28,-3.26846
0.35,0.28,-3.64458
0.3525,0.28,-4.01937
0.35625,0.28,-4.39269
0.35875,0.28,-4.76442
0.3625,0.28,-5.13441
0.365,0.28,-5.50254
0.36875,0.28,-5.86867
0.37125,0.28,-6.23265
0.375,0.28,-6.59436
0.3775,0.28,-6.95366
0.38125,0.28,-7.3104
0.38375,0.28,-7.66444
0.3875,0.28,-8.01565
0.39,0.28,-8.36388
0.39375,0.28,-8.709
0.39625,0.28,-9.05086
0.4,0.28,-9.38933
0.4025,0.28,-9.72427
0.40625,0.28,-10.05554
0.40875,0.28,-10.38301
0.4125,0.28,-10.70654
0.415,0.28,-11.02601
0.41875,0.28,-11.34129
0.42125,0.28,-11.65224
0.425,0.28,-11.95874
0.4275,0.28,-12.26068
0.43125,0.28,-12.55793
0.43375,0.28,-12.85037
0.4375,0.28,-13.1379
0.44,0.28,-13.42039
0.44375,0.28,-13.69774
0.44625,0.28,-13.96985
0.45,0.28,-14.2366
0.4525,0.28,-14.49791
0.45625,0.28,-14.75367
0.45875,0.28,-15.00379
0.4625,0.28,-15.24816
0.465,0.28,-15.48671
0.46875,0.28,-15.71934
0.47125,0.28,-15.94596
0.475,0.28,-16.16649
0.4775,0.28,-16.38084
0.48125,0.28,-16.58893
0.48375,0.28,-16.79069
0.4875,0.28,-16.98603
0.49,0.28,-17.17488
0.49375,0.28,-17.35717
0.49625,0.28,-17.53282
0.5,0.28,-17.70178
0.5025,0.28,-17.86398
0.50625,0.28,-18.01933
0.50875,0.28,-18.16778
0.5125,0.28,-18.30926
0.515,0.28,-18.44371
0.51875,0.28,-18.57107
0.52125,0.28,-18.69129
0.525,0.28,-18.80432
0.5275,0.28,-18.9101
0.53125,0.28,-19.00858
0.53375,0.28,-19.09972
0.5375,0.28,-19.18348
0.54,0.28,-19.25981
0.54375,0.28,-19.32868
0.54625,0.28,-19.39005
0.55,0.28,-19.4439
0.5525,0.28,-19.49019
0.55625,0.28,-19.5289
0.55875,0.28,-19.56001
0.5625,0.28,-19.5835
0.565,0.28,-19.59936
0.56875,0.28,-19.60757
0.57125,0.28,-19.60814
0.575,0.28,-19.60105
0.5775,0.28,-19.58631
0.58125,0.28,-19.56392
0.58375,0.28,-19.53389
0.5875,0.28,-19.49623
0.59,0.28,-19.45095
0.59375,0.28,-19.39807
0.59625,0.28,-19.33762
0.6,0.28,-19.2696
0.6025,0.28,-19.19407
0.60625,0.28,-19.11103
0.60875,0.28,-19.02054
0.6125,0.28,-18.92262
0.615,0.28,-18.81732
0.61875,0.28,-18.70467
0.62125,0.28,-18.58474
0.625,0.28,-18.45756
0.6275,0.28,-18.32318
0.63125,0.28,-18.18167
0.63375,0.28,-18.03309
0.6375,0.28,-17.87748
0.64,0.28,-17.71493
0.64375,0.28,-17.54548
0.64625,0.28,-17.36922
0.65,0.28,-17.18622
0.6525,0.28,-16.99654
0.65625,0.28,-16.80027
0.65875,0.28,-16.59749
0.6625,0.28,-16.38827
0.665,0.28,-16.17271
0.66875,0.28,-15.95089
0.67125,0.28,-15.7229
0.675,0.28,-15.48883
0.6775,0.28,-15.24877
0.68125,0.28,-15.00283
0.68375,0.28,-14.75111
0.6875,0.28,-14.4937
0.69,0.28,-14.23071
0.69375,0.28,-13.96224
0.69625,0.28,-13.68841
0.7,0.28,-13.40933
0.7025,0.28,-13.1251
0.70625,0.28,-12.83584
0.70875,0.28,-12.54167
0.7125,0.28,-12.24271
0.715,0.28,-11.93908
0.71875,0.28,-11.6309
0.72125,0.28,-11.31829
0.725,0.28,-11.00138
0.7275,0.28,-10.68029
0.73125,0.28,-10.35517
0.73375,0.28,-10.02612
0.7375,0.28,-9.6933
0.74,0.28,-9.35683
0.74375,0.28,-9.01684
0.74625,0.28,-8.67347
0.75,0.28,-8.32686
0.7525,0.28,-7.97715
0.75625,0.28,-7.62447
0.75875,0.28,-7.26896
0.7625,0.28,-6.91077
0.765,0.28,-6.55003
0.76875,0.28,-6.18689
0.77125,0.28,-5.82148
0.775,0.28,-5.45395
0.7775,0.28,-5.08445
0.78125,0.28,-4.7131
0.78375,0.28,-4.34007
0.7875,0.28,-3.96549
0.79,0.28,-3.5895
0.79375,0.28,-3.21224
0.79625,0.28,-2.83386
0.8,0.28,-2.45451
0.8025,0.28,-2.07431
0.80625,0.28,-1.69341
0.80875,0.28,-1.31196
0.8125,0.28,-0.93009
0.815,0.28,-0.54793
0.81875,0.28,-0.16564
0.82125,0.28,0.21667
0.825,0.28,0.59884
0.8275,0.28,0.98075
0.83125,0.28,1.36226
0.83375,0.28,1.74325
0.8375,0.28,2.12356
0.84,0.28,2.50308
0.84375,0.28,2.88168
0.84625,0.28,3.25921
0.85,0.28,3.63555
0.8525,0.28,4.01057
0.85625,0.28,4.38413
0.85875,0.28,4.7561
0.8625,0.28,5.12634
0.865,0.28,5.49472
0.86875,0.28,5.86111
0.87125,0.28,6.22535
0.875,0.28,6.58732
0.8775,0.28,6.94688
0.88125,0.28,7.30388
0.88375,0.28,7.65819
0.8875,0.28,8.00966
0.89,0.28,8.35816
0.89375,0.28,8.70353
0.89625,0.28,9.04565
0.9,0.28,9.38437
0.9025,0.28,9.71955
0.90625,0.28,10.05106
0.90875,0.28,10.37876
0.9125,0.28,10.70252
0.915,0.28,11.02221
0.91875,0.28,11.33769
0.92125,0.28,11.64885
0.925,0.28,11.95555
0.9275,0.28,12.25767
0.93125,0.28,12.5551
0.93375,0.28,12.84771
0.9375,0.28,13.1354
0.94,0.28,13.41804
0.94375,0.28,13.69554
0.94625,0.28,13.96779
0.95,0.28,14.23468
0.9525,0.28,14.49611
0.95625,0.28,14.75198
0.95875,0.28,15.00221
0.9625,0.28,15.24669
0.965,0.28,15.48534
0.96875,0.28,15.71806
0.97125,0.28,15.94477
0.975,0.28,16.16538
0.9775,0.28,16.37981
0.98125,0.28,16.58797
0.98375,0.28,16.7898
0.9875,0.28,16.9852
0.99,0.28,17.17411
0.99375,0.28,17.35645
0.99625,0.28,17.53216
1,0.28,17.70117
1.0025,0.28,17.86341
1.00625,0.28,18.01881
1.00875,0.28,18.1673
1.0125,0.28,18.30881
1.015,0.28,18.4433
1.01875,0.28,18.57069
1.02125,0.28,18.69094
1.025,0.28,18.80399
